Abbuchung	n	Zinszahlung	Wortschatz_Dornseiff
Abbuchung	n	Überweisungsauftrag	Wortschatz_Dornseiff
Abbuchung	n	Freistellungsauftrag	Wortschatz_Dornseiff
Abbuchung	n	Überweisungsformular	Wortschatz_Dornseiff
Abbuchung	n	Lastschriftverfahren	Wortschatz_Dornseiff
Abbuchung	n	Lastschrift	Wortschatz_Dornseiff
Abbuchung	n	Zahlungsverkehr	Wortschatz_Dornseiff
Abbuchung	n	Bareinzahlung	Wortschatz_Dornseiff
Abbuchung	n	Barauszahlung	Wortschatz_Dornseiff
Abbuchung	n	Geldeingang	Wortschatz_Dornseiff
Abbuchung	n	Einzugsermächtigung	Wortschatz_Dornseiff
Abbuchung	n	Einzahlung	Wortschatz_Dornseiff
Abbuchung	n	Bankeinzug	Wortschatz_Dornseiff
Abbuchung	n	Überweisungsträger	Wortschatz_Dornseiff
abmalen	v	abzeichnen	Wortschatz_synonyms
abmalen	v	kopieren	Wortschatz_other_see_also;Wortschatz_is_synonym_of
abmalen	v	schreiben	Wortschatz_is_synonym_of
abmalen	v	malen	Wortschatz_is_synonym_of
abmalen	v	nachmalen	Wortschatz_synonyms
abmalen	v	nachzeichnen	Wortschatz_synonyms
abmalen	v	wiedergeben	Wortschatz_synonyms
abmalen	v	abbilden	Wortschatz_is_synonym_of
abstürzen	v	hinuntersausen	Wortschatz_synonyms
abstürzen	v	verhungern	Wortschatz_Dornseiff
abstürzen	v	ertrinken	Wortschatz_Dornseiff
abstürzen	v	hinfallen	Wortschatz_Dornseiff
abstürzen	v	sterben	Wortschatz_Dornseiff
abstürzen	v	herunterfallen	Wortschatz_synonyms;Wortschatz_is_synonym_of
abstürzen	v	schwanken	Wortschatz_Dornseiff
abstürzen	v	rutschen	Wortschatz_Dornseiff
abstürzen	v	scannen	Wortschatz_Dornseiff
abstürzen	v	verbluten	Wortschatz_Dornseiff
abstürzen	v	stürzen	Wortschatz_Dornseiff
abstürzen	v	erfrieren	Wortschatz_Dornseiff
abstürzen	v	herabsausen	Wortschatz_is_synonym_of
abstürzen	v	taumeln	Wortschatz_Dornseiff
abstürzen	v	hinschmeißen	Wortschatz_Dornseiff
abstürzen	v	verdursten	Wortschatz_Dornseiff
abstürzen	v	abspeichern	Wortschatz_Dornseiff
abstürzen	v	sichern	Wortschatz_Dornseiff
abstürzen	v	hinabfallen	Wortschatz_synonyms
abstürzen	v	konfigurieren	Wortschatz_Dornseiff
abstürzen	v	hinhauen	Wortschatz_Dornseiff
abstürzen	v	hinabsausen	Wortschatz_synonyms
abstürzen	v	verbrennen	Wortschatz_Dornseiff
abstürzen	v	verunglücken	Wortschatz_Dornseiff
abstürzen	v	untergehen	Wortschatz_Dornseiff
abstürzen	v	plumpen	Wortschatz_Dornseiff
abstürzen	v	ersticken	Wortschatz_Dornseiff
abstürzen	v	hinunterfallen	Wortschatz_synonyms;Wortschatz_is_synonym_of
abstürzen	v	herabstürzen	Wortschatz_synonyms;Wortschatz_is_synonym_of
abstürzen	v	umkommen	Wortschatz_Dornseiff
abstürzen	v	erfassen	Wortschatz_Dornseiff
abstürzen	v	abarbeiten	Wortschatz_Dornseiff
abstürzen	v	speichern	Wortschatz_Dornseiff
abstürzen	v	herabfallen	Wortschatz_synonyms;Wortschatz_is_synonym_of
abstürzen	v	ersaufen	Wortschatz_Dornseiff
abstürzen	v	herunterstürzen	Wortschatz_synonyms
abstürzen	v	vorzeitig sterben	Wortschatz_Dornseiff
abstürzen	v	hinunterstürzen	Wortschatz_synonyms
abstürzen	v	niedergehen	Wortschatz_is_synonym_of
abstürzen	v	kentern	Wortschatz_Dornseiff
abstürzen	v	straucheln	Wortschatz_Dornseiff
abstürzen	v	digitalisieren	Wortschatz_Dornseiff
abstürzen	v	plumpsen	Wortschatz_Dornseiff
abstürzen	v	initialisieren	Wortschatz_Dornseiff
abstürzen	v	stolpern	Wortschatz_Dornseiff
abstürzen	v	schliddern	Wortschatz_Dornseiff
abstürzen	v	purzeln	Wortschatz_Dornseiff
abstürzen	v	abfallen	Wortschatz_is_synonym_of
abstürzen	v	fallen	Wortschatz_Dornseiff
abstürzen	v	kullern	Wortschatz_Dornseiff
abstürzen	v	kippen	Wortschatz_Dornseiff
abwechselnd	a	alternierend	Wortschatz_synonyms
abwechselnd	a	periodisch	Wortschatz_synonyms
abwechselnd	a	gegenseitig	Wortschatz_is_synonym_of
abwechselnd	a	Reihe	Wortschatz_is_synonym_of
abwechselnd	a	abwechseln	Wortschatz_other_Grundform
abwechselnd	a	umschichtig	Wortschatz_synonyms;Wortschatz_other_see_also;Wortschatz_is_synonym_of
abwechselnd	a	nacheinander	Wortschatz_synonyms;Wortschatz_is_synonym_of
abwechselnd	a	folgend	Wortschatz_synonyms
abwechselnd	a	wahlweise	Wortschatz_synonyms;Wortschatz_is_synonym_of
abwechselnd	a	alternativ	Wortschatz_synonyms;Wortschatz_other_see_also
abwechselnd	a	reziprok	Wortschatz_is_synonym_of
abwechselnd	a	wechselweise	Wortschatz_synonyms;Wortschatz_is_synonym_of
abwechselnd	a	hintereinander	Wortschatz_synonyms
abwechselnd	a	unbeständig	Wortschatz_is_synonym_of
abwechselnd	a	wechselseitig	Wortschatz_synonyms;Wortschatz_is_synonym_of
angestammt	a	ansässig	Wortschatz_is_synonym_of
angestammt	a	genuin	Wortschatz_is_synonym_of
angestammt	a	angeboren	Wortschatz_is_synonym_of
angestammt	a	eingeboren	Wortschatz_is_synonym_of
angestammt	a	völkisch	Wortschatz_is_synonym_of
angestammt	a	vererbt	Wortschatz_is_synonym_of
anklagen	v	verhaften	Wortschatz_Dornseiff
anklagen	v	bloßstellen	Wortschatz_Dornseiff
anklagen	v	anschuldigen	Wortschatz_synonyms;Wortschatz_is_referenced_by;Wortschatz_is_synonym_of
anklagen	v	beimessen	Wortschatz_Dornseiff
anklagen	v	bestreiten	Wortschatz_Dornseiff
anklagen	v	den Klageweg beschreiten	Wortschatz_Dornseiff
anklagen	v	beschuldigen	Wortschatz_synonyms;Wortschatz_Dornseiff;Wortschatz_is_referenced_by;Wortschatz_is_synonym_of
anklagen	v	belangen	Wortschatz_Dornseiff;Wortschatz_is_synonym_of
anklagen	v	nachweisen	Wortschatz_Dornseiff
anklagen	v	bannen	Wortschatz_Dornseiff
anklagen	v	vorladen	Wortschatz_Dornseiff
anklagen	v	bezichtigen	Wortschatz_synonyms;Wortschatz_Dornseiff;Wortschatz_is_synonym_of
anklagen	v	verdammen	Wortschatz_Dornseiff
anklagen	v	prozessieren	Wortschatz_is_synonym_of
anklagen	v	vernehmen	Wortschatz_Dornseiff
anklagen	v	rügen	Wortschatz_Dornseiff
anklagen	v	verurteilen	Wortschatz_Dornseiff
anklagen	v	anzeigen	Wortschatz_Dornseiff
anklagen	v	unterschieben	Wortschatz_synonyms
anklagen	v	erschweren	Wortschatz_Dornseiff
anklagen	v	eine Klage einreichen	Wortschatz_Dornseiff
anklagen	v	Prozess anstrengen	Wortschatz_Dornseiff
anklagen	v	belasten	Wortschatz_Dornseiff
anklagen	v	verbannen	Wortschatz_Dornseiff
anklagen	v	angreifen	Wortschatz_Dornseiff
anklagen	v	überführen	Wortschatz_Dornseiff
anklagen	v	melden	Wortschatz_Dornseiff
anklagen	v	verdächtigen	Wortschatz_synonyms;Wortschatz_is_synonym_of
anklagen	v	vorwerfen	Wortschatz_Dornseiff
anklagen	v	anlasten	Wortschatz_synonyms
anklagen	v	unterstellen	Wortschatz_synonyms;Wortschatz_is_synonym_of
anklagen	v	ächten	Wortschatz_Dornseiff
anklagen	v	einklagen	Wortschatz_is_synonym_of
anklagen	v	bekämpfen	Wortschatz_Dornseiff
anklagen	v	ertappen	Wortschatz_Dornseiff
anklagen	v	vorhalten	Wortschatz_is_synonym_of
anklagen	v	erwischen	Wortschatz_Dornseiff
anklagen	v	verdenken	Wortschatz_Dornseiff
anklagen	v	anschwärzen	Wortschatz_Dornseiff
anklagen	v	exkommunizieren	Wortschatz_Dornseiff
anklagen	v	den Rechtsweg beschreiten	Wortschatz_Dornseiff
anklagen	v	tadeln	Wortschatz_Dornseiff
anklagen	v	brandmarken	Wortschatz_Dornseiff
anklagen	v	verhören	Wortschatz_Dornseiff
anklagen	v	klagen	Wortschatz_is_synonym_of
anklagen	v	ausmerzen	Wortschatz_Dornseiff
anklagen	v	verklagen	Wortschatz_Dornseiff;Wortschatz_is_synonym_of
anklagen	v	untersuchen	Wortschatz_Dornseiff
anklagen	v	entlarven	Wortschatz_Dornseiff
anklagen	v	angeben	Wortschatz_Dornseiff
anklagen	v	als Kläger auftreten	Wortschatz_Dornseiff
anklagen	v	festnageln	Wortschatz_Dornseiff
anklagen	v	anfechten	Wortschatz_Dornseiff
anklagen	v	denunzieren	Wortschatz_Dornseiff
anprobieren	v	anziehen	Wortschatz_synonyms
anprobieren	v	probieren	Wortschatz_synonyms
anprobieren	v	anpassen	Wortschatz_synonyms;Wortschatz_is_synonym_of
anspitzen	v	zuspitzen	Wortschatz_is_synonym_of
anspitzen	v	spitzen	Wortschatz_is_synonym_of
Antrag	n	Eilantrag	Wortschatz_other_Unterbegriffe
Antrag	n	einen Antrag machen	Wortschatz_other_Teilwort_von
Antrag	n	Kulanz	Wortschatz_Dornseiff
Antrag	n	Förderantrag	Wortschatz_other_Unterbegriffe
Antrag	n	Antrag auf Liquidation	Wortschatz_other_Teilwort_von
Antrag	n	Einbürgerungsantrag	Wortschatz_other_Unterbegriffe
Antrag	n	Gesamtplanung	Wortschatz_Dornseiff
Antrag	n	Auslieferungsantrag	Wortschatz_other_Unterbegriffe
Antrag	n	Liebeserklärung	Wortschatz_is_synonym_of
Antrag	n	Mitgliedsantrag	Wortschatz_other_Unterbegriffe
Antrag	n	Konkursantrag	Wortschatz_other_Unterbegriffe
Antrag	n	Bafög-Antrag	Wortschatz_other_Unterbegriffe
