ablöschen	v	abreiben	woxikon_synonym;woxikon_sense1
ablöschen	v	abstauben	woxikon_synonym;woxikon_sense1
ablöschen	v	abwischen	woxikon_synonym;woxikon_sense1
ablöschen	v	auslöschen	woxikon_synonym;woxikon_sense1
ablöschen	v	löschen	woxikon_synonym;woxikon_sense1
ablöschen	v	reinigen	woxikon_synonym;woxikon_sense1
ablöschen	v	säubern	woxikon_synonym;woxikon_sense1
ablöschen	v	sauber machen	woxikon_synonym;woxikon_sense1
ablöschen	v	wegwischen	woxikon_synonym;woxikon_sense1
ablöschen	v	wischen	woxikon_synonym;woxikon_sense1
ablöschen	v	beseitigen	woxikon_synonym;woxikon_sense1
ablöschen	v	entfernen	woxikon_synonym;woxikon_sense1
ablöschen	v	tilgen	woxikon_synonym;woxikon_sense1
ablöschen	v	auswischen	woxikon_synonym;woxikon_sense1
abmalen	v	fotokopieren	woxikon_synonym;woxikon_sense1
abmalen	v	nachahmen	woxikon_synonym;woxikon_sense1
abmalen	v	nachbilden	woxikon_synonym;woxikon_sense1
abmalen	v	nachformen	woxikon_synonym;woxikon_sense1
abmalen	v	reproduzieren	woxikon_synonym;woxikon_sense1
abmalen	v	xerokopieren	woxikon_synonym;woxikon_sense1
abmalen	v	ablichten	woxikon_synonym;woxikon_sense1
abmalen	v	abschreiben	woxikon_synonym;woxikon_sense1
abmalen	v	abzeichnen	woxikon_synonym;woxikon_sense1
abmalen	v	abziehen	woxikon_synonym;woxikon_sense1
abmalen	v	hektographieren	woxikon_synonym;woxikon_sense1
abmalen	v	imitieren	woxikon_synonym;woxikon_sense1
abmalen	v	lichtpausen	woxikon_synonym;woxikon_sense1
abmalen	v	wiedergeben	woxikon_synonym;woxikon_sense1
abmalen	v	kopieren	woxikon_synonym;woxikon_sense1
abstürzen	v	herabsausen	woxikon_synonym;woxikon_sense1
abstürzen	v	heruntersausen	woxikon_synonym;woxikon_sense1
abstürzen	v	herunterstürzen	woxikon_synonym;woxikon_sense1
abstürzen	v	hinabsausen	woxikon_synonym;woxikon_sense1
abstürzen	v	hinuntersausen	woxikon_synonym;woxikon_sense1
abstürzen	v	hinunterstürzen	woxikon_synonym;woxikon_sense1
abstürzen	v	hinabstürzen	woxikon_synonym;woxikon_sense1
abstürzen	v	abfallen	woxikon_synonym;woxikon_sense1
abstürzen	v	abtrudeln	woxikon_synonym;woxikon_sense1
abstürzen	v	herabfallen	woxikon_synonym;woxikon_sense1
abstürzen	v	herunterfallen	woxikon_synonym;woxikon_sense1
abstürzen	v	herunterfliegen	woxikon_synonym;woxikon_sense1
abstürzen	v	herunterpurzeln	woxikon_synonym;woxikon_sense1
abstürzen	v	hinabfallen	woxikon_synonym;woxikon_sense1
